track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
16,640,64000,car,1007.525,984.438,3.865,-2.26,-0.529,8.95,2.6
16,641,64100,car,1007.953,984.304,3.925,-2.151,-0.501,8.95,2.6
16,642,64200,car,1008.384,984.18,3.979,-2.042,-0.474,8.95,2.6
16,643,64300,car,1008.817,984.064,4.027,-1.935,-0.448,8.95,2.6
16,644,64400,car,1009.251,983.957,4.068,-1.83,-0.423,8.95,2.6
16,645,64500,car,1009.687,983.857,4.104,-1.727,-0.398,8.95,2.6
16,646,64600,car,1010.124,983.765,4.133,-1.627,-0.375,8.95,2.6
16,647,64700,car,1010.561,983.679,4.157,-1.53,-0.353,8.95,2.6
16,648,64800,car,1010.998,983.6,4.175,-1.436,-0.331,8.95,2.6
16,649,64900,car,1011.434,983.527,4.187,-1.347,-0.311,8.95,2.6
16,650,65000,car,1011.87,983.459,4.193,-1.261,-0.292,8.95,2.6
16,651,65100,car,1012.305,983.396,4.194,-1.18,-0.274,8.95,2.6
16,652,65200,car,1012.738,983.336,4.189,-1.104,-0.258,8.95,2.6
16,653,65300,car,1013.169,983.279,4.178,-1.033,-0.242,8.95,2.6
16,654,65400,car,1013.598,983.225,4.162,-0.968,-0.229,8.95,2.6
16,655,65500,car,1014.024,983.173,4.14,-0.908,-0.216,8.95,2.6
16,656,65600,car,1014.447,983.121,4.112,-0.854,-0.205,8.95,2.6
16,657,65700,car,1014.866,983.069,4.08,-0.807,-0.195,8.95,2.6
16,658,65800,car,1015.281,983.017,4.043,-0.766,-0.187,8.95,2.6
16,659,65900,car,1015.691,982.963,4.002,-0.731,-0.181,8.95,2.6
16,660,66000,car,1016.097,982.907,3.957,-0.702,-0.176,8.95,2.6
16,661,66100,car,1016.498,982.847,3.91,-0.681,-0.172,8.95,2.6
16,662,66200,car,1016.893,982.784,3.86,-0.665,-0.171,8.95,2.6
16,663,66300,car,1017.283,982.717,3.808,-0.656,-0.171,8.95,2.6
16,664,66400,car,1017.667,982.645,3.753,-0.653,-0.172,8.95,2.6
16,665,66500,car,1018.044,982.567,3.696,-0.655,-0.175,8.95,2.6
16,666,66600,car,1018.415,982.483,3.636,-0.663,-0.18,8.95,2.6
16,667,66700,car,1018.778,982.393,3.574,-0.675,-0.187,8.95,2.6
16,668,66800,car,1019.134,982.296,3.51,-0.692,-0.195,8.95,2.6
16,669,66900,car,1019.482,982.191,3.443,-0.713,-0.204,8.95,2.6
16,670,67000,car,1019.822,982.08,3.375,-0.737,-0.215,8.95,2.6
16,671,67100,car,1020.153,981.961,3.306,-0.765,-0.227,8.95,2.6
16,672,67200,car,1020.474,981.835,3.235,-0.795,-0.241,8.95,2.6
16,673,67300,car,1020.787,981.702,3.164,-0.829,-0.256,8.95,2.6
16,674,67400,car,1021.089,981.561,3.093,-0.864,-0.272,8.95,2.6
16,675,67500,car,1021.381,981.413,3.023,-0.901,-0.29,8.95,2.6
16,676,67600,car,1021.664,981.258,2.952,-0.939,-0.308,8.95,2.6
16,677,67700,car,1021.936,981.097,2.881,-0.979,-0.328,8.95,2.6
16,678,67800,car,1022.197,980.929,2.81,-1.019,-0.348,8.95,2.6
16,679,67900,car,1022.448,980.755,2.74,-1.06,-0.369,8.95,2.6
16,680,68000,car,1022.688,980.575,2.671,-1.102,-0.391,8.95,2.6
16,681,68100,car,1022.918,980.39,2.603,-1.144,-0.414,8.95,2.6
16,682,68200,car,1023.137,980.199,2.536,-1.186,-0.438,8.95,2.6
16,683,68300,car,1023.346,980.004,2.471,-1.229,-0.462,8.95,2.6
16,684,68400,car,1023.544,979.804,2.409,-1.273,-0.486,8.95,2.6
16,685,68500,car,1023.733,979.6,2.349,-1.319,-0.512,8.95,2.6
16,686,68600,car,1023.912,979.392,2.292,-1.365,-0.537,8.95,2.6
16,687,68700,car,1024.081,979.18,2.236,-1.413,-0.563,8.95,2.6
16,688,68800,car,1024.241,978.963,2.183,-1.462,-0.59,8.95,2.6
16,689,68900,car,1024.392,978.743,2.131,-1.512,-0.617,8.95,2.6
16,690,69000,car,1024.535,978.52,2.08,-1.563,-0.645,8.95,2.6
16,691,69100,car,1024.669,978.293,2.029,-1.615,-0.672,8.95,2.6
16,692,69200,car,1024.794,978.062,1.977,-1.666,-0.7,8.95,2.6
16,693,69300,car,1024.911,977.829,1.923,-1.717,-0.729,8.95,2.6
16,694,69400,car,1025.019,977.592,1.867,-1.766,-0.758,8.95,2.6
16,695,69500,car,1025.119,977.354,1.808,-1.812,-0.787,8.95,2.6
16,696,69600,car,1025.21,977.113,1.746,-1.855,-0.816,8.95,2.6
16,697,69700,car,1025.293,976.871,1.681,-1.894,-0.845,8.95,2.6
16,698,69800,car,1025.367,976.628,1.614,-1.928,-0.874,8.95,2.6
16,699,69900,car,1025.433,976.384,1.544,-1.958,-0.903,8.95,2.6
16,700,70000,car,1025.491,976.141,1.473,-1.984,-0.932,8.95,2.6
16,701,70100,car,1025.541,975.899,1.401,-2.006,-0.961,8.95,2.6
16,702,70200,car,1025.584,975.658,1.33,-2.025,-0.99,8.95,2.6
16,703,70300,car,1025.618,975.418,1.259,-2.041,-1.018,8.95,2.6
16,704,70400,car,1025.646,975.179,1.19,-2.056,-1.046,8.95,2.6
16,705,70500,car,1025.666,974.942,1.122,-2.07,-1.074,8.95,2.6
16,706,70600,car,1025.68,974.707,1.055,-2.083,-1.102,8.95,2.6
16,707,70700,car,1025.687,974.474,0.99,-2.096,-1.129,8.95,2.6
16,708,70800,car,1025.687,974.242,0.926,-2.107,-1.157,8.95,2.6
16,709,70900,car,1025.682,974.012,0.863,-2.118,-1.184,8.95,2.6
16,710,71000,car,1025.67,973.784,0.801,-2.127,-1.211,8.95,2.6
16,711,71100,car,1025.652,973.557,0.74,-2.135,-1.237,8.95,2.6
16,712,71200,car,1025.629,973.332,0.679,-2.141,-1.264,8.95,2.6
16,713,71300,car,1025.6,973.11,0.618,-2.144,-1.29,8.95,2.6
16,714,71400,car,1025.566,972.889,0.558,-2.145,-1.316,8.95,2.6
16,715,71500,car,1025.526,972.671,0.499,-2.144,-1.342,8.95,2.6
16,716,71600,car,1025.481,972.455,0.441,-2.14,-1.368,8.95,2.6
16,717,71700,car,1025.432,972.243,0.383,-2.135,-1.393,8.95,2.6
16,718,71800,car,1025.377,972.033,0.327,-2.128,-1.418,8.95,2.6
16,719,71900,car,1025.318,971.826,0.272,-2.121,-1.443,8.95,2.6
16,720,72000,car,1025.254,971.621,0.218,-2.113,-1.468,8.95,2.6
16,721,72100,car,1025.186,971.42,0.165,-2.107,-1.492,8.95,2.6
16,722,72200,car,1025.113,971.222,0.114,-2.103,-1.517,8.95,2.6
16,723,72300,car,1025.036,971.026,0.062,-2.1,-1.541,8.95,2.6
16,724,72400,car,1024.954,970.832,0.011,-2.099,-1.565,8.95,2.6
16,725,72500,car,1024.868,970.641,-0.039,-2.099,-1.59,8.95,2.6
17,461,46100,car,949.402,986.48,7.535,-0.448,-0.059,4.53,1.82
17,462,46200,car,950.156,986.431,7.546,-0.466,-0.062,4.53,1.82
17,463,46300,car,950.91,986.381,7.56,-0.486,-0.064,4.53,1.82
17,464,46400,car,951.666,986.329,7.577,-0.508,-0.067,4.53,1.82
17,465,46500,car,952.423,986.274,7.594,-0.531,-0.07,4.53,1.82
17,466,46600,car,953.182,986.216,7.61,-0.557,-0.073,4.53,1.82
17,467,46700,car,953.943,986.156,7.624,-0.584,-0.076,4.53,1.82
17,468,46800,car,954.705,986.093,7.636,-0.612,-0.08,4.53,1.82
17,469,46900,car,955.468,986.026,7.644,-0.642,-0.084,4.53,1.82
17,470,47000,car,956.232,985.957,7.648,-0.672,-0.088,4.53,1.82
17,471,47100,car,956.996,985.884,7.648,-0.703,-0.092,4.53,1.82
17,472,47200,car,957.761,985.808,7.642,-0.733,-0.096,4.53,1.82
17,473,47300,car,958.524,985.73,7.63,-0.761,-0.099,4.53,1.82
17,474,47400,car,959.287,985.648,7.612,-0.788,-0.103,4.53,1.82
17,475,47500,car,960.047,985.565,7.586,-0.812,-0.107,4.53,1.82
17,476,47600,car,960.806,985.479,7.553,-0.831,-0.11,4.53,1.82
17,477,47700,car,961.56,985.393,7.511,-0.847,-0.112,4.53,1.82
17,478,47800,car,962.311,985.305,7.459,-0.856,-0.114,4.53,1.82
17,479,47900,car,963.057,985.217,7.397,-0.861,-0.116,4.53,1.82
17,480,48000,car,963.796,985.13,7.325,-0.859,-0.117,4.53,1.82
17,481,48100,car,964.529,985.044,7.243,-0.851,-0.117,4.53,1.82
17,482,48200,car,965.253,984.96,7.149,-0.837,-0.117,4.53,1.82
17,483,48300,car,965.969,984.877,7.045,-0.818,-0.116,4.53,1.82
17,484,48400,car,966.673,984.798,6.93,-0.794,-0.114,4.53,1.82
17,485,48500,car,967.367,984.722,6.804,-0.765,-0.112,4.53,1.82
17,486,48600,car,968.048,984.649,6.667,-0.734,-0.11,4.53,1.82
17,487,48700,car,968.715,984.58,6.521,-0.699,-0.107,4.53,1.82
17,488,48800,car,969.368,984.514,6.364,-0.663,-0.104,4.53,1.82
17,489,48900,car,970.004,984.453,6.199,-0.626,-0.101,4.53,1.82
17,490,49000,car,970.625,984.395,6.024,-0.588,-0.097,4.53,1.82
17,491,49100,car,971.228,984.341,5.842,-0.551,-0.094,4.53,1.82
17,492,49200,car,971.812,984.291,5.653,-0.514,-0.091,4.53,1.82
17,493,49300,car,972.378,984.244,5.458,-0.479,-0.087,4.53,1.82
17,494,49400,car,972.924,984.201,5.257,-0.445,-0.084,4.53,1.82
17,495,49500,car,973.45,984.16,5.052,-0.413,-0.082,4.53,1.82
17,496,49600,car,973.956,984.123,4.843,-0.384,-0.079,4.53,1.82
17,497,49700,car,974.44,984.088,4.632,-0.356,-0.077,4.53,1.82
17,498,49800,car,974.904,984.055,4.418,-0.33,-0.075,4.53,1.82
17,499,49900,car,975.346,984.024,4.202,-0.306,-0.073,4.53,1.82
17,500,50000,car,975.766,983.996,3.985,-0.284,-0.071,4.53,1.82
17,501,50100,car,976.165,983.969,3.768,-0.264,-0.07,4.53,1.82
17,502,50200,car,976.542,983.944,3.551,-0.245,-0.069,4.53,1.82
17,503,50300,car,976.897,983.92,3.335,-0.227,-0.068,4.53,1.82
17,504,50400,car,977.23,983.898,3.122,-0.21,-0.067,4.53,1.82
17,505,50500,car,977.543,983.878,2.912,-0.194,-0.067,4.53,1.82
17,506,50600,car,977.834,983.859,2.706,-0.179,-0.066,4.53,1.82
17,507,50700,car,978.104,983.841,2.506,-0.165,-0.066,4.53,1.82
17,508,50800,car,978.355,983.825,2.314,-0.151,-0.065,4.53,1.82
17,509,50900,car,978.587,983.81,2.13,-0.138,-0.065,4.53,1.82
17,510,51000,car,978.8,983.796,1.956,-0.126,-0.064,4.53,1.82
17,511,51100,car,978.995,983.784,1.794,-0.115,-0.064,4.53,1.82
17,512,51200,car,979.175,983.773,1.645,-0.104,-0.063,4.53,1.82
17,513,51300,car,979.339,983.763,1.51,-0.095,-0.063,4.53,1.82
17,514,51400,car,979.49,983.755,1.39,-0.087,-0.062,4.53,1.82
17,515,51500,car,979.629,983.747,1.286,-0.079,-0.062,4.53,1.82
17,516,51600,car,979.758,983.74,1.198,-0.073,-0.061,4.53,1.82
17,517,51700,car,979.878,983.733,1.126,-0.068,-0.06,4.53,1.82
17,518,51800,car,979.99,983.727,1.07,-0.064,-0.06,4.53,1.82
17,519,51900,car,980.097,983.722,1.03,-0.061,-0.059,4.53,1.82
17,520,52000,car,980.201,983.717,1.005,-0.059,-0.058,4.53,1.82
17,521,52100,car,980.301,983.712,0.995,-0.057,-0.058,4.53,1.82
17,522,52200,car,980.401,983.707,0.998,-0.057,-0.057,4.53,1.82
17,523,52300,car,980.501,983.702,1.015,-0.057,-0.056,4.53,1.82
17,524,52400,car,980.602,983.698,1.045,-0.058,-0.056,4.53,1.82
17,525,52500,car,980.707,983.693,1.088,-0.06,-0.055,4.53,1.82
17,526,52600,car,980.815,983.687,1.144,-0.062,-0.055,4.53,1.82
17,527,52700,car,980.93,983.682,1.213,-0.066,-0.054,4.53,1.82
17,528,52800,car,981.051,983.676,1.296,-0.069,-0.053,4.53,1.82
17,529,52900,car,981.181,983.669,1.392,-0.073,-0.053,4.53,1.82
17,530,53000,car,981.32,983.663,1.502,-0.078,-0.052,4.53,1.82
17,531,53100,car,981.47,983.655,1.625,-0.084,-0.051,4.53,1.82
17,532,53200,car,981.633,983.648,1.761,-0.089,-0.051,4.53,1.82
17,533,53300,car,981.809,983.639,1.908,-0.096,-0.05,4.53,1.82
17,534,53400,car,982.0,983.631,2.064,-0.102,-0.049,4.53,1.82
17,535,53500,car,982.206,983.621,2.23,-0.109,-0.049,4.53,1.82
17,536,53600,car,982.429,983.612,2.402,-0.115,-0.048,4.53,1.82
17,537,53700,car,982.669,983.601,2.579,-0.122,-0.047,4.53,1.82
17,538,53800,car,982.928,983.59,2.76,-0.129,-0.047,4.53,1.82
17,539,53900,car,983.204,983.579,2.945,-0.137,-0.046,4.53,1.82
17,540,54000,car,983.498,983.566,3.131,-0.145,-0.046,4.53,1.82
17,541,54100,car,983.812,983.553,3.319,-0.154,-0.046,4.53,1.82
17,542,54200,car,984.144,983.538,3.506,-0.164,-0.047,4.53,1.82
17,543,54300,car,984.495,983.521,3.691,-0.176,-0.048,4.53,1.82
17,544,54400,car,984.864,983.504,3.874,-0.189,-0.049,4.53,1.82
17,545,54500,car,985.252,983.484,4.053,-0.203,-0.05,4.53,1.82
17,546,54600,car,985.657,983.462,4.228,-0.218,-0.051,4.53,1.82
17,547,54700,car,986.08,983.439,4.397,-0.233,-0.053,4.53,1.82
17,548,54800,car,986.519,983.414,4.561,-0.249,-0.055,4.53,1.82
17,549,54900,car,986.975,983.387,4.72,-0.264,-0.056,4.53,1.82
17,550,55000,car,987.447,983.359,4.875,-0.279,-0.057,4.53,1.82
17,551,55100,car,987.935,983.329,5.027,-0.293,-0.058,4.53,1.82
17,552,55200,car,988.437,983.299,5.177,-0.304,-0.059,4.53,1.82
17,553,55300,car,988.955,983.268,5.325,-0.314,-0.059,4.53,1.82
17,554,55400,car,989.488,983.236,5.473,-0.322,-0.059,4.53,1.82
17,555,55500,car,990.035,983.204,5.62,-0.328,-0.058,4.53,1.82
17,556,55600,car,990.597,983.172,5.767,-0.332,-0.058,4.53,1.82
17,557,55700,car,991.174,983.14,5.913,-0.334,-0.056,4.53,1.82
17,558,55800,car,991.765,983.108,6.06,-0.335,-0.055,4.53,1.82
17,559,55900,car,992.371,983.076,6.206,-0.334,-0.054,4.53,1.82
17,560,56000,car,992.992,983.044,6.351,-0.333,-0.052,4.53,1.82
17,561,56100,car,993.627,983.013,6.496,-0.331,-0.051,4.53,1.82
17,562,56200,car,994.277,982.981,6.64,-0.329,-0.05,4.53,1.82
17,563,56300,car,994.941,982.95,6.783,-0.328,-0.048,4.53,1.82
17,564,56400,car,995.62,982.919,6.926,-0.327,-0.047,4.53,1.82
17,565,56500,car,996.312,982.888,7.066,-0.328,-0.046,4.53,1.82
17,566,56600,car,997.019,982.856,7.205,-0.33,-0.046,4.53,1.82
17,567,56700,car,997.739,982.824,7.341,-0.333,-0.045,4.53,1.82
17,568,56800,car,998.473,982.791,7.474,-0.337,-0.045,4.53,1.82
17,569,56900,car,999.221,982.757,7.603,-0.342,-0.045,4.53,1.82
17,570,57000,car,999.981,982.723,7.729,-0.349,-0.045,4.53,1.82
17,571,57100,car,1000.754,982.688,7.85,-0.356,-0.045,4.53,1.82
17,572,57200,car,1001.539,982.652,7.966,-0.364,-0.046,4.53,1.82
17,573,57300,car,1002.336,982.615,8.077,-0.372,-0.046,4.53,1.82
17,574,57400,car,1003.143,982.578,8.183,-0.38,-0.046,4.53,1.82
17,575,57500,car,1003.962,982.539,8.285,-0.388,-0.047,4.53,1.82
17,576,57600,car,1004.79,982.5,8.382,-0.395,-0.047,4.53,1.82
17,577,57700,car,1005.628,982.46,8.476,-0.403,-0.048,4.53,1.82
17,578,57800,car,1006.476,982.419,8.565,-0.41,-0.048,4.53,1.82
17,579,57900,car,1007.332,982.378,8.651,-0.418,-0.048,4.53,1.82
17,580,58000,car,1008.197,982.335,8.734,-0.425,-0.049,4.53,1.82
17,581,58100,car,1009.071,982.292,8.813,-0.434,-0.049,4.53,1.82
17,582,58200,car,1009.952,982.248,8.889,-0.443,-0.05,4.53,1.82
17,583,58300,car,1010.841,982.202,8.963,-0.453,-0.051,4.53,1.82
17,584,58400,car,1011.737,982.156,9.034,-0.466,-0.052,4.53,1.82
17,585,58500,car,1012.64,982.107,9.102,-0.48,-0.053,4.53,1.82
17,586,58600,car,1013.55,982.057,9.167,-0.497,-0.054,4.53,1.82
17,587,58700,car,1014.467,982.005,9.23,-0.516,-0.056,4.53,1.82
17,588,58800,car,1015.39,981.951,9.291,-0.538,-0.058,4.53,1.82
17,589,58900,car,1016.319,981.894,9.348,-0.563,-0.06,4.53,1.82
17,590,59000,car,1017.253,981.834,9.402,-0.59,-0.063,4.53,1.82
17,591,59100,car,1018.193,981.771,9.452,-0.62,-0.066,4.53,1.82
17,592,59200,car,1019.138,981.705,9.499,-0.653,-0.069,4.53,1.82
17,593,59300,car,1020.088,981.635,9.543,-0.689,-0.072,4.53,1.82
17,594,59400,car,1021.042,981.561,9.583,-0.727,-0.076,4.53,1.82
17,595,59500,car,1022.0,981.483,9.619,-0.767,-0.08,4.53,1.82
17,596,59600,car,1022.961,981.401,9.652,-0.809,-0.084,4.53,1.82
17,597,59700,car,1023.926,981.314,9.682,-0.854,-0.088,4.53,1.82
17,598,59800,car,1024.893,981.222,9.709,-0.901,-0.093,4.53,1.82
17,599,59900,car,1025.864,981.126,9.733,-0.949,-0.097,4.53,1.82
17,600,60000,car,1026.836,981.024,9.753,-0.998,-0.102,4.53,1.82
17,601,60100,car,1027.811,980.917,9.771,-1.048,-0.107,4.53,1.82
17,602,60200,car,1028.787,980.806,9.785,-1.099,-0.112,4.53,1.82
17,603,60300,car,1029.765,980.689,9.797,-1.148,-0.117,4.53,1.82
17,604,60400,car,1030.744,980.568,9.806,-1.197,-0.121,4.53,1.82
17,605,60500,car,1031.724,980.442,9.813,-1.243,-0.126,4.53,1.82
17,606,60600,car,1032.704,980.311,9.818,-1.287,-0.13,4.53,1.82
17,607,60700,car,1033.685,980.177,9.822,-1.328,-0.134,4.53,1.82
17,608,60800,car,1034.667,980.039,9.823,-1.365,-0.138,4.53,1.82
17,609,60900,car,1035.649,979.898,9.824,-1.398,-0.141,4.53,1.82
17,610,61000,car,1036.63,979.754,9.822,-1.427,-0.144,4.53,1.82
17,611,61100,car,1037.612,979.608,9.819,-1.45,-0.147,4.53,1.82
17,612,61200,car,1038.594,979.46,9.813,-1.469,-0.149,4.53,1.82
17,613,61300,car,1039.575,979.311,9.806,-1.484,-0.15,4.53,1.82
17,614,61400,car,1040.555,979.161,9.796,-1.494,-0.151,4.53,1.82
17,615,61500,car,1041.535,979.011,9.785,-1.5,-0.152,4.53,1.82
17,616,61600,car,1042.513,978.86,9.771,-1.502,-0.153,4.53,1.82
17,617,61700,car,1043.49,978.71,9.757,-1.502,-0.153,4.53,1.82
17,618,61800,car,1044.466,978.56,9.742,-1.499,-0.153,4.53,1.82
17,619,61900,car,1045.44,978.41,9.728,-1.495,-0.152,4.53,1.82
17,620,62000,car,1046.413,978.261,9.714,-1.489,-0.152,4.53,1.82
17,621,62100,car,1047.384,978.113,9.702,-1.484,-0.152,4.53,1.82
17,622,62200,car,1048.355,977.965,9.692,-1.478,-0.151,4.53,1.82
17,623,62300,car,1049.324,977.818,9.685,-1.473,-0.151,4.53,1.82
17,624,62400,car,1050.292,977.671,9.681,-1.468,-0.15,4.53,1.82
17,625,62500,car,1051.261,977.525,9.68,-1.463,-0.15,4.53,1.82
17,626,62600,car,1052.229,977.379,9.681,-1.459,-0.15,4.53,1.82
18,478,47800,car,1052.808,987.251,-6.211,0.058,3.132,4.5,1.73
18,479,47900,car,1052.186,987.256,-6.225,0.05,3.134,4.5,1.73
18,480,48000,car,1051.564,987.259,-6.247,0.041,3.135,4.5,1.73
18,481,48100,car,1050.939,987.261,-6.278,0.032,3.136,4.5,1.73
18,482,48200,car,1050.311,987.262,-6.315,0.022,3.138,4.5,1.73
18,483,48300,car,1049.68,987.262,-6.359,0.011,3.14,4.5,1.73
18,484,48400,car,1049.044,987.26,-6.406,-0.001,-3.141,4.5,1.73
18,485,48500,car,1048.403,987.258,-6.455,-0.013,-3.14,4.5,1.73
18,486,48600,car,1047.758,987.254,-6.506,-0.025,-3.138,4.5,1.73
18,487,48700,car,1047.107,987.249,-6.557,-0.037,-3.136,4.5,1.73
18,488,48800,car,1046.451,987.243,-6.606,-0.049,-3.134,4.5,1.73
18,489,48900,car,1045.791,987.236,-6.652,-0.059,-3.133,4.5,1.73
18,490,49000,car,1045.126,987.228,-6.695,-0.068,-3.131,4.5,1.73
18,491,49100,car,1044.456,987.22,-6.733,-0.075,-3.13,4.5,1.73
18,492,49200,car,1043.783,987.212,-6.766,-0.08,-3.13,4.5,1.73
18,493,49300,car,1043.106,987.203,-6.791,-0.083,-3.129,4.5,1.73
18,494,49400,car,1042.427,987.194,-6.81,-0.084,-3.129,4.5,1.73
18,495,49500,car,1041.746,987.186,-6.822,-0.084,-3.129,4.5,1.73
18,496,49600,car,1041.064,987.178,-6.827,-0.081,-3.13,4.5,1.73
18,497,49700,car,1040.381,987.171,-6.825,-0.078,-3.13,4.5,1.73
18,498,49800,car,1039.699,987.164,-6.817,-0.074,-3.131,4.5,1.73
18,499,49900,car,1039.017,987.157,-6.803,-0.069,-3.131,4.5,1.73
18,500,50000,car,1038.336,987.151,-6.785,-0.065,-3.132,4.5,1.73
18,501,50100,car,1037.658,987.146,-6.763,-0.061,-3.133,4.5,1.73
18,502,50200,car,1036.982,987.14,-6.737,-0.058,-3.133,4.5,1.73
18,503,50300,car,1036.308,987.135,-6.708,-0.056,-3.133,4.5,1.73
18,504,50400,car,1035.637,987.129,-6.676,-0.055,-3.133,4.5,1.73
18,505,50500,car,1034.969,987.123,-6.641,-0.056,-3.133,4.5,1.73
18,506,50600,car,1034.305,987.117,-6.602,-0.058,-3.133,4.5,1.73
18,507,50700,car,1033.645,987.111,-6.559,-0.061,-3.132,4.5,1.73
18,508,50800,car,1032.989,987.104,-6.511,-0.065,-3.132,4.5,1.73
18,509,50900,car,1032.338,987.096,-6.457,-0.07,-3.131,4.5,1.73
18,510,51000,car,1031.693,987.088,-6.397,-0.074,-3.13,4.5,1.73
18,511,51100,car,1031.053,987.079,-6.331,-0.079,-3.129,4.5,1.73
18,512,51200,car,1030.42,987.07,-6.257,-0.083,-3.128,4.5,1.73
18,513,51300,car,1029.794,987.061,-6.176,-0.087,-3.128,4.5,1.73
18,514,51400,car,1029.177,987.051,-6.09,-0.089,-3.127,4.5,1.73
18,515,51500,car,1028.568,987.042,-5.999,-0.089,-3.127,4.5,1.73
18,516,51600,car,1027.968,987.033,-5.905,-0.089,-3.127,4.5,1.73
18,517,51700,car,1027.377,987.024,-5.81,-0.086,-3.127,4.5,1.73
18,518,51800,car,1026.796,987.016,-5.717,-0.082,-3.127,4.5,1.73
18,519,51900,car,1026.224,987.009,-5.627,-0.076,-3.128,4.5,1.73
18,520,52000,car,1025.662,987.003,-5.541,-0.069,-3.129,4.5,1.73
18,521,52100,car,1025.108,986.998,-5.46,-0.061,-3.13,4.5,1.73
18,522,52200,car,1024.562,986.994,-5.383,-0.052,-3.132,4.5,1.73
18,523,52300,car,1024.023,986.992,-5.309,-0.042,-3.134,4.5,1.73
18,524,52400,car,1023.492,986.99,-5.236,-0.031,-3.136,4.5,1.73
18,525,52500,car,1022.969,986.99,-5.162,-0.02,-3.138,4.5,1.73
18,526,52600,car,1022.452,986.991,-5.083,-0.009,-3.14,4.5,1.73
18,527,52700,car,1021.944,986.993,-4.997,0.002,3.141,4.5,1.73
18,528,52800,car,1021.444,986.997,-4.9,0.013,3.139,4.5,1.73
18,529,52900,car,1020.954,987.001,-4.791,0.023,3.137,4.5,1.73
18,530,53000,car,1020.475,987.006,-4.668,0.033,3.135,4.5,1.73
18,531,53100,car,1020.008,987.013,-4.529,0.041,3.132,4.5,1.73
18,532,53200,car,1019.556,987.02,-4.375,0.049,3.13,4.5,1.73
18,533,53300,car,1019.118,987.027,-4.207,0.055,3.129,4.5,1.73
18,534,53400,car,1018.697,987.035,-4.026,0.06,3.127,4.5,1.73
18,535,53500,car,1018.295,987.044,-3.835,0.064,3.125,4.5,1.73
18,536,53600,car,1017.911,987.052,-3.638,0.066,3.123,4.5,1.73
18,537,53700,car,1017.548,987.061,-3.439,0.068,3.122,4.5,1.73
18,538,53800,car,1017.204,987.069,-3.243,0.068,3.121,4.5,1.73
18,539,53900,car,1016.88,987.078,-3.052,0.068,3.119,4.5,1.73
18,540,54000,car,1016.574,987.086,-2.872,0.067,3.118,4.5,1.73
18,541,54100,car,1016.287,987.094,-2.704,0.066,3.117,4.5,1.73
18,542,54200,car,1016.017,987.102,-2.553,0.064,3.116,4.5,1.73
18,543,54300,car,1015.762,987.109,-2.421,0.063,3.116,4.5,1.73
18,544,54400,car,1015.519,987.116,-2.308,0.061,3.115,4.5,1.73
18,545,54500,car,1015.289,987.123,-2.215,0.06,3.114,4.5,1.73
18,546,54600,car,1015.067,987.13,-2.144,0.06,3.114,4.5,1.73
18,547,54700,car,1014.853,987.137,-2.095,0.059,3.113,4.5,1.73
18,548,54800,car,1014.643,987.143,-2.068,0.06,3.113,4.5,1.73
18,549,54900,car,1014.436,987.15,-2.064,0.06,3.112,4.5,1.73
18,550,55000,car,1014.23,987.157,-2.083,0.062,3.112,4.5,1.73
18,551,55100,car,1014.022,987.163,-2.126,0.064,3.112,4.5,1.73
18,552,55200,car,1013.809,987.17,-2.193,0.067,3.111,4.5,1.73
18,553,55300,car,1013.59,987.177,-2.283,0.07,3.111,4.5,1.73
18,554,55400,car,1013.362,987.185,-2.395,0.074,3.111,4.5,1.73
18,555,55500,car,1013.122,987.192,-2.529,0.079,3.11,4.5,1.73
18,556,55600,car,1012.869,987.201,-2.683,0.084,3.11,4.5,1.73
18,557,55700,car,1012.601,987.209,-2.852,0.09,3.11,4.5,1.73
18,558,55800,car,1012.316,987.219,-3.035,0.096,3.11,4.5,1.73
18,559,55900,car,1012.012,987.228,-3.226,0.102,3.11,4.5,1.73
18,560,56000,car,1011.69,987.239,-3.422,0.109,3.11,4.5,1.73
18,561,56100,car,1011.347,987.25,-3.618,0.114,3.11,4.5,1.73
18,562,56200,car,1010.986,987.261,-3.81,0.12,3.11,4.5,1.73
18,563,56300,car,1010.605,987.273,-3.993,0.124,3.111,4.5,1.73
18,564,56400,car,1010.205,987.285,-4.166,0.127,3.111,4.5,1.73
18,565,56500,car,1009.789,987.297,-4.325,0.129,3.112,4.5,1.73
18,566,56600,car,1009.356,987.309,-4.467,0.13,3.112,4.5,1.73
18,567,56700,car,1008.909,987.321,-4.593,0.13,3.113,4.5,1.73
18,568,56800,car,1008.45,987.333,-4.701,0.128,3.114,4.5,1.73
18,569,56900,car,1007.98,987.344,-4.792,0.126,3.115,4.5,1.73
18,570,57000,car,1007.501,987.355,-4.868,0.123,3.116,4.5,1.73
18,571,57100,car,1007.014,987.366,-4.929,0.119,3.117,4.5,1.73
18,572,57200,car,1006.521,987.377,-4.979,0.115,3.119,4.5,1.73
18,573,57300,car,1006.023,987.387,-5.019,0.11,3.12,4.5,1.73
18,574,57400,car,1005.521,987.396,-5.052,0.105,3.121,4.5,1.73
18,575,57500,car,1005.016,987.405,-5.08,0.1,3.122,4.5,1.73
18,576,57600,car,1004.508,987.414,-5.105,0.096,3.123,4.5,1.73
18,577,57700,car,1003.997,987.422,-5.129,0.091,3.124,4.5,1.73
