id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
261,4.65,2.02,5356,5771,416,Car,1,406.22,23.79,25.54,24.48,9.50,0.39,15.99,1
262,4.24,2.12,5378,5792,415,Car,1,406.32,23.19,26.53,24.55,12.32,0.53,29.11,0
263,4.75,2.12,5382,5797,416,Car,1,405.07,23.95,25.43,24.41,20.02,0.82,20.59,0
264,4.95,2.22,5403,5815,413,Car,1,405.70,23.38,25.47,24.63,16.74,0.70,11.85,0
265,4.75,2.12,5417,5827,411,Car,1,406.27,23.72,25.54,24.79,23.76,0.98,18.91,0
266,4.04,1.92,5436,5691,256,Car,2,408.44,39.23,40.59,40.07,388.73,9.88,54.78,0
267,5.26,2.22,5488,5873,386,Car,1,404.08,24.85,28.23,26.25,40.96,1.62,19.25,0
268,5.96,2.32,5504,5919,416,Truck,2,405.60,23.80,25.26,24.44,170.65,7.17,-1.00,0
269,4.85,2.02,5550,5873,324,Car,1,406.86,28.54,33.71,31.51,61.52,2.08,9.88,0
270,4.85,2.02,5574,5885,312,Car,1,399.09,29.05,33.99,32.09,16.97,0.58,16.58,0
271,3.74,1.92,5616,5924,309,Car,1,405.42,30.35,34.34,32.92,37.25,1.20,18.86,0
272,16.88,2.50,5688,6147,460,Truck,2,404.89,21.56,22.51,22.06,18.03,0.82,-1.00,0
273,4.55,1.92,5689,5987,299,Car,1,402.61,32.74,34.10,33.79,148.29,4.38,16.53,0
274,4.85,2.02,5706,6036,331,Car,2,407.05,30.32,31.72,30.86,137.03,4.49,24.70,1
275,4.35,1.82,5749,6054,306,Car,2,398.24,31.28,32.97,32.65,42.91,1.30,22.05,0
276,18.09,2.50,5766,6225,460,Truck,2,403.86,21.56,22.34,22.00,49.11,2.27,-1.00,0
277,4.75,2.02,5768,6085,318,Car,1,406.89,31.19,32.49,32.11,106.14,3.26,-1.00,0
278,4.85,2.02,5795,6057,263,Car,1,406.55,36.03,39.96,38.82,206.64,5.23,22.66,0
279,4.65,2.12,5816,6086,271,Car,1,404.89,35.20,38.59,37.50,23.81,0.67,-1.00,0
280,7.78,2.50,5822,6261,440,Truck,1,392.31,22.12,22.57,22.35,19.33,0.86,-1.00,0
281,3.84,1.92,5850,6148,299,Car,1,406.31,33.20,34.77,34.10,45.80,1.38,24.34,1
282,4.45,2.12,5865,6186,322,Car,2,407.57,31.02,32.40,31.76,148.72,4.67,481.39,0
283,8.49,2.50,5884,6365,482,Truck,2,406.93,20.67,21.40,21.15,95.87,4.63,-1.00,0
284,5.36,2.43,5891,6212,322,Car,1,397.24,29.90,32.19,30.95,48.67,1.62,-1.00,1
285,5.36,2.43,5932,6255,324,Car,1,405.66,31.16,31.74,31.41,40.12,1.28,30.19,0
286,3.64,1.82,5937,6270,334,Car,2,407.18,28.52,32.93,30.58,88.56,3.10,135.09,0
287,4.24,1.92,5951,6283,333,Car,1,405.73,30.10,31.79,30.57,19.39,0.61,95.15,0
288,15.46,2.50,5959,6409,451,Truck,1,402.66,21.96,22.79,22.38,105.97,4.71,292.86,0
289,4.95,2.02,5964,6312,349,Car,2,407.05,27.79,31.39,29.26,25.59,0.92,-1.00,0
290,16.67,2.50,5977,6452,476,Truck,2,404.43,20.93,21.75,21.29,58.88,2.76,158.61,0
291,4.85,2.12,5984,6330,347,Car,2,408.05,28.15,31.13,29.50,15.91,0.53,15.09,0
292,4.45,2.02,6008,6319,312,Car,1,406.47,32.50,32.91,32.69,42.25,1.30,20.02,0
293,3.84,1.92,6015,6362,348,Car,2,405.95,28.74,29.72,29.26,26.16,0.89,24.21,0
294,8.89,2.50,6028,6511,484,Truck,2,405.44,20.32,21.89,20.98,30.82,1.45,61.97,0
295,3.84,1.82,6036,6488,453,Car,1,403.99,21.17,23.88,22.35,57.46,2.55,43.43,0
296,4.95,2.22,6043,6391,349,Car,2,406.59,28.26,29.59,29.22,28.83,1.00,106.92,0
297,4.04,1.92,6066,6414,349,Car,2,407.38,28.38,30.01,29.28,21.14,0.71,34.09,0
298,4.45,1.92,6071,6514,444,Car,1,403.77,21.66,23.74,22.79,19.14,0.87,12.57,0
299,4.95,1.82,6107,6444,338,Car,2,407.92,29.66,30.76,30.27,30.68,1.03,20.30,0
300,16.57,2.50,6113,6598,486,Truck,2,405.34,20.13,21.74,20.90,53.23,2.59,107.52,0
301,16.78,2.50,6115,6578,464,Truck,1,402.19,21.47,22.05,21.73,19.65,0.90,130.44,0
302,3.44,1.82,6133,6519,387,Car,1,404.55,25.61,26.53,26.20,159.01,6.20,-1.00,0
303,3.44,1.82,6154,6517,364,Car,2,407.14,27.69,28.48,28.05,52.70,1.90,-1.00,0
304,16.67,2.50,6200,6660,461,Truck,2,406.32,20.40,23.19,22.09,34.27,1.66,16.35,0
305,4.45,1.92,6216,6559,344,Car,2,406.84,28.16,30.43,29.66,43.35,1.52,20.38,0
306,4.55,2.12,6226,6563,338,Car,1,406.47,28.51,33.67,30.16,45.69,1.60,12.76,0
307,4.65,1.92,6238,6581,344,Car,2,406.75,29.03,30.98,29.66,21.57,0.74,8.34,0
308,4.35,1.92,6239,6611,373,Car,2,407.48,26.08,29.45,27.39,5.23,0.20,6.93,1
309,4.75,2.12,6267,6604,338,Car,1,395.91,24.04,32.20,29.38,27.23,1.07,6.52,1
310,4.65,2.02,6271,6642,372,Car,2,406.13,25.75,30.52,27.38,14.21,0.53,5.55,0
311,4.75,2.02,6288,6615,328,Car,1,406.23,28.88,33.06,31.07,11.79,0.40,8.24,0
312,4.35,1.92,6294,6718,425,Car,1,405.40,22.83,24.71,23.92,86.65,3.61,47.44,0
313,4.65,1.82,6309,6639,331,Car,1,405.76,28.48,33.68,30.75,21.10,0.67,33.43,0
314,4.14,1.92,6316,6705,390,Car,1,406.56,23.93,28.54,26.13,11.15,0.40,3.14,1
315,4.24,2.12,6322,6689,368,Car,2,406.89,26.64,29.65,27.73,47.09,1.71,30.01,0
316,4.95,2.22,6345,6658,314,Car,1,404.08,28.19,36.84,32.29,14.97,0.51,6.90,0
317,4.55,1.92,6353,6722,370,Car,2,407.15,26.09,30.68,27.60,25.92,0.96,23.21,0
318,4.75,1.92,6367,6680,314,Car,1,403.62,28.77,37.61,32.25,20.95,0.69,20.55,0
319,3.94,1.82,6390,6748,359,Car,2,399.92,26.70,32.47,27.93,29.78,1.10,13.13,0
320,4.60,1.82,6413,6775,363,Car,2,405.10,26.60,32.25,27.98,19.33,0.71,15.24,0
321,4.95,1.92,6429,6801,373,Car,2,406.30,24.91,30.72,27.32,15.59,0.50,16.45,0
322,4.55,2.12,6435,6736,302,Car,1,406.06,29.75,37.39,33.74,32.91,1.09,7.87,0
323,4.35,1.82,6453,6829,377,Car,2,406.67,24.07,31.28,27.05,16.62,0.65,8.37,0
324,14.86,2.50,6471,6895,425,Truck,1,401.61,23.60,23.81,23.69,132.57,5.57,164.11,0
325,4.04,1.82,6472,6852,381,Car,2,407.27,22.59,32.44,26.81,14.85,0.56,11.33,0
326,4.14,2.02,6497,6883,387,Car,2,397.79,22.11,31.50,25.77,14.05,0.60,5.32,1
327,11.32,2.50,6520,6931,412,Truck,2,404.51,24.23,25.05,24.61,27.75,1.11,67.87,0
328,4.95,1.92,6534,6931,398,Car,2,406.81,22.71,30.58,25.63,24.53,1.05,7.20,0
329,4.45,2.02,6550,6959,410,Car,2,406.85,21.23,32.64,24.90,10.35,0.36,6.58,0
330,9.70,2.50,6554,6991,438,Truck,1,404.37,22.80,23.39,23.13,71.35,3.13,-1.00,0
331,4.24,1.82,6569,6970,402,Car,2,399.48,21.35,32.23,24.91,10.15,0.47,6.08,0
332,4.14,1.72,6598,7011,414,Car,2,406.65,20.72,31.84,24.63,22.31,0.99,8.88,0
333,8.29,2.50,6605,7052,448,Truck,1,402.13,22.22,23.38,22.50,37.24,1.67,-1.00,0
334,3.74,1.72,6670,7081,412,Car,2,406.57,21.54,32.56,24.73,6.76,0.29,8.09,0
335,4.75,2.12,6677,7045,369,Car,2,344.88,21.80,30.01,23.43,16.08,0.73,11.29,0
336,4.85,2.02,6704,7069,366,Car,2,343.74,21.23,30.06,23.56,16.81,0.73,9.28,0
337,18.49,2.50,6716,7147,432,Truck,2,406.10,23.15,24.03,23.56,173.28,7.48,-1.00,0
338,4.45,2.02,6741,7032,292,Car,1,404.84,34.70,34.92,34.80,-1.00,-1.00,-1.00,0
339,4.95,2.02,6743,7106,364,Car,2,340.88,20.52,30.44,23.51,18.32,0.65,9.88,0
340,16.67,2.50,6769,7209,441,Truck,1,403.07,22.76,23.09,22.91,125.27,5.45,201.68,0
341,11.93,2.50,6783,7219,437,Truck,2,404.93,22.59,24.24,23.24,50.66,2.18,-1.00,0
342,4.24,1.82,6803,7248,446,Car,1,405.68,22.52,23.10,22.80,29.91,1.31,281.90,0
343,12.03,2.50,6851,7273,423,Truck,1,387.57,22.69,23.34,22.97,26.35,1.14,35.79,0
344,11.82,2.50,6860,7271,412,Truck,2,389.63,23.31,23.96,23.71,52.27,2.19,86.76,0
345,4.95,2.12,6899,7215,317,Car,1,404.93,31.74,32.23,32.05,215.27,6.68,-1.00,0
346,18.29,2.50,6902,7342,441,Truck,2,406.48,21.81,23.89,23.10,20.71,0.95,-1.00,0
347,4.24,1.82,6924,7256,333,Car,2,405.85,28.23,31.68,30.58,185.01,5.91,27.59,0
348,4.35,1.92,6936,7246,311,Car,1,405.48,32.51,32.94,32.72,36.08,1.10,37.38,0
349,11.72,2.50,6940,7394,455,Truck,1,402.90,21.80,22.41,22.19,71.11,3.19,-1.00,0
350,4.65,1.92,6945,7278,334,Car,2,407.76,28.21,33.08,30.63,19.93,0.70,20.24,0
351,4.04,1.92,6961,7274,314,Car,1,405.63,32.02,32.79,32.42,29.09,0.89,152.86,0
352,4.65,1.92,6963,7303,341,Car,2,407.95,28.13,33.11,30.01,16.25,0.57,5.78,1
353,4.85,2.02,6984,7297,314,Car,1,406.21,32.30,32.71,32.46,24.24,0.74,72.64,0
354,17.38,2.50,7068,7516,449,Truck,1,402.02,22.37,22.66,22.44,92.31,4.10,116.10,0
355,4.85,2.02,7074,7377,304,Car,1,405.24,33.03,33.87,33.45,100.72,3.04,78.40,0
356,18.60,2.50,7147,7593,447,Truck,1,403.29,22.14,22.86,22.61,50.61,2.22,148.54,0
357,10.31,2.50,7196,7647,452,Truck,1,402.81,22.18,22.43,22.33,33.72,1.52,-1.00,0
358,4.50,1.92,7209,7560,352,Car,1,406.06,28.70,29.13,28.93,179.08,6.14,-1.00,0
359,4.45,1.92,7216,7465,250,Car,2,406.32,40.31,41.07,40.81,260.87,6.40,31.39,0
360,16.88,2.50,7217,7655,439,Truck,2,406.66,22.69,23.83,23.22,271.25,11.90,-1.00,0
361,4.45,1.92,7237,7589,353,Car,1,406.00,28.43,29.18,28.85,27.26,0.96,65.77,0
362,4.45,2.02,7301,7597,297,Car,2,400.72,33.58,34.15,33.86,134.99,4.01,-1.00,0
363,18.90,2.50,7309,7721,413,Truck,1,379.89,22.94,23.15,23.06,71.36,3.11,83.44,0
364,4.24,1.82,7327,7680,354,Car,1,396.39,27.10,28.48,28.08,95.73,3.53,-1.00,0
365,4.65,1.92,7359,7701,343,Car,1,405.53,27.44,33.70,29.65,12.20,0.43,4.60,0
366,10.61,2.73,7395,7819,425,Car,1,403.54,23.60,24.26,23.81,59.01,2.49,60.00,0
367,4.85,2.02,7396,7732,337,Car,1,402.33,27.69,34.05,29.94,30.24,1.07,14.37,0
368,5.46,2.32,7411,7748,338,Car,2,406.25,29.40,30.99,30.15,104.73,3.56,18.09,0
369,4.14,1.92,7436,7860,425,Car,1,404.39,23.48,24.50,23.86,34.51,1.45,55.81,0
370,4.85,2.02,7482,7724,243,Car,2,405.98,41.37,42.14,41.96,202.74,4.82,23.84,0
371,4.95,2.12,7491,7735,245,Car,2,406.29,41.26,42.41,41.65,9.39,0.22,10.21,0
372,5.46,2.22,7495,7790,296,Car,2,407.46,33.03,35.32,34.55,50.14,1.49,12.26,0
373,5.05,2.02,7536,7767,232,Car,2,407.10,42.56,44.51,44.09,50.87,1.15,17.05,0
374,4.55,1.82,7568,7802,235,Car,2,406.18,40.08,44.90,43.42,49.11,1.22,92.84,0
375,12.13,2.50,7648,8067,420,Truck,2,405.68,23.52,24.52,24.21,201.93,8.58,-1.00,0
376,14.25,2.50,7717,8145,429,Truck,1,400.78,22.60,24.63,23.42,26.75,1.16,247.32,0
377,4.35,1.92,7718,8120,403,Car,2,407.42,25.00,26.31,25.34,48.79,1.94,25.82,0
378,3.94,1.92,7766,8073,308,Car,1,401.82,31.72,33.72,32.74,-1.00,-1.00,-1.00,1
379,5.86,2.22,7779,8166,388,Car,2,406.76,25.70,26.42,26.28,42.51,1.61,33.18,0
380,3.54,1.72,7804,8100,297,Car,2,405.50,33.76,34.44,34.26,-1.00,-1.00,-1.00,0
381,5.56,2.22,7807,8121,315,Car,1,405.21,31.91,33.13,32.31,52.40,1.58,138.08,0
382,4.95,2.22,7832,8144,313,Car,1,403.55,31.85,33.10,32.35,25.41,0.77,25.31,0
383,4.45,2.12,7863,8170,308,Car,1,402.83,32.54,33.35,32.82,28.54,0.86,25.55,0
384,4.95,2.02,7872,8182,311,Car,1,404.89,32.04,33.85,32.67,6.77,0.20,10.58,0
385,16.67,2.50,7877,8309,433,Truck,1,403.65,23.19,23.57,23.37,133.47,5.71,181.27,0
386,4.65,2.02,7878,8134,257,Car,2,404.42,37.61,41.03,39.52,46.94,1.23,11.72,0
387,4.95,2.12,7891,8199,309,Car,1,402.49,31.30,34.68,32.68,14.71,0.45,15.95,0
388,4.24,1.82,7944,8237,294,Car,1,402.88,32.57,35.02,34.39,44.83,1.34,15.86,0
389,12.13,2.50,7966,8384,419,Truck,1,389.27,23.11,23.40,23.29,71.50,3.08,657.79,0
390,4.65,1.82,8000,8305,306,Car,1,402.73,32.02,33.74,33.03,73.61,2.22,-1.00,0
391,4.55,2.02,8016,8304,289,Car,2,406.76,34.92,35.58,35.32,191.10,5.41,21.07,1
392,11.82,2.50,8021,8447,427,Truck,1,404.97,23.21,24.09,23.78,31.34,1.34,47.51,0
393,11.62,2.50,8033,8452,420,Truck,2,404.30,23.69,24.36,24.13,16.76,0.69,-1.00,0
394,5.15,2.32,8047,8359,313,Car,1,405.92,32.21,32.83,32.54,58.07,1.79,177.61,0
395,4.75,2.02,8062,8356,295,Car,2,404.58,33.89,34.92,34.43,57.55,1.66,-1.00,1
396,16.57,2.50,8083,8500,418,Truck,2,404.28,23.69,24.85,24.24,30.05,1.22,118.85,0
397,4.85,2.02,8090,8370,281,Car,2,406.71,34.85,39.49,36.34,34.96,1.00,53.32,0
398,4.35,1.92,8096,8411,316,Car,1,408.40,31.14,33.72,32.42,60.55,1.85,43.91,0
399,4.75,1.92,8120,8394,275,Car,2,405.15,35.76,38.94,36.99,30.76,0.81,32.88,0
400,4.14,1.82,8127,8439,313,Car,1,405.23,31.13,34.82,32.49,24.00,0.75,13.43,0
401,16.67,2.50,8149,8557,409,Truck,1,384.05,22.99,23.93,23.54,105.54,4.41,303.69,0
402,4.45,1.92,8165,8451,287,Car,2,407.05,35.12,35.95,35.60,61.94,1.76,-1.00,0
403,4.24,1.82,8193,8508,316,Car,1,404.57,31.72,32.41,32.13,82.48,2.57,70.02,0
404,8.19,2.50,8224,8663,440,Truck,1,403.21,22.25,23.30,22.97,63.28,2.71,-1.00,0
405,10.31,2.32,8228,8517,290,Car,2,407.64,32.03,37.30,35.28,79.01,2.37,72.71,0
406,4.85,2.02,8242,8557,316,Car,1,407.17,32.05,32.60,32.33,57.48,1.77,67.84,0
407,16.78,2.50,8246,8667,422,Truck,2,404.55,23.45,24.62,24.03,139.84,5.93,-1.00,0
408,4.65,1.82,8248,8546,299,Car,2,405.99,30.83,36.61,34.08,19.52,0.63,-1.00,0
409,9.80,2.50,8261,8685,425,Truck,1,392.11,22.60,23.63,23.13,23.22,0.99,20.77,0
410,5.26,2.12,8271,8589,319,Car,2,406.97,30.03,33.89,32.01,23.96,0.79,-1.00,0
411,5.05,2.43,8272,8694,423,Car,2,406.97,23.77,24.75,24.12,17.42,0.72,22.57,0
412,3.74,1.92,8284,8605,322,Car,1,408.25,30.78,33.88,31.81,51.54,1.67,71.18,0
413,4.45,2.02,8301,8622,322,Car,2,404.65,29.62,32.76,31.54,30.30,1.02,-1.00,0
414,4.14,1.92,8301,8626,326,Car,1,406.05,30.64,32.21,31.25,14.90,0.48,35.98,0
415,18.39,2.50,8319,8737,419,Truck,1,382.54,22.49,23.52,22.88,30.18,1.30,35.38,0
416,3.74,1.72,8342,8675,334,Car,1,408.12,30.11,31.18,30.66,48.40,1.60,-1.00,0
417,10.41,2.63,8352,8791,440,Car,1,407.07,22.12,24.14,23.19,14.54,0.64,16.86,0
418,4.75,2.02,8356,8648,293,Car,2,402.34,34.03,34.92,34.46,37.74,1.09,15.94,0
419,4.65,1.92,8358,8689,332,Car,1,405.43,29.95,31.41,30.64,12.74,0.42,78.24,0
420,5.05,2.02,8377,8674,298,Car,2,407.78,33.48,35.26,34.34,20.67,0.60,35.24,0
421,4.75,1.92,8379,8712,334,Car,1,407.43,29.81,31.45,30.60,21.45,0.71,53.48,0
422,4.95,2.12,8402,8715,314,Car,2,408.85,30.99,34.20,32.68,34.93,1.11,15.46,1
423,4.45,1.92,8403,8742,340,Car,1,406.14,29.55,30.39,29.97,23.51,0.77,166.32,0
424,4.85,1.92,8412,8844,433,Car,1,407.22,22.55,24.31,23.57,42.97,1.88,41.28,0
425,4.04,1.82,8425,8757,333,Car,1,400.07,29.55,30.79,30.14,20.58,0.67,26.06,0
426,6.37,2.83,8464,8796,333,Car,1,405.83,29.50,30.79,30.55,34.29,1.11,31.41,0
427,4.85,2.02,8490,8737,248,Car,2,334.16,32.66,36.73,33.83,21.69,0.65,7.02,0
428,4.75,2.02,8491,8782,292,Car,2,408.66,33.93,37.31,35.13,55.84,1.64,30.30,0
429,4.55,2.12,8510,8883,374,Car,1,406.18,24.80,29.47,27.23,34.86,1.39,13.59,1
430,4.85,2.02,8537,8867,331,Car,1,406.19,29.67,32.01,30.79,26.45,0.89,66.62,0
431,16.83,2.50,8542,8959,418,Truck,1,403.72,24.11,24.93,24.23,21.43,0.86,130.94,0
432,9.50,2.50,8570,8992,423,Truck,2,405.33,23.51,24.39,24.02,279.45,11.69,-1.00,0
433,3.84,1.82,8584,8914,331,Car,2,408.78,28.25,33.68,30.98,132.28,4.68,-1.00,0
434,16.57,2.50,8612,9034,423,Truck,1,403.93,23.61,24.08,23.94,50.61,2.11,-1.00,0
435,4.85,1.92,8641,8991,351,Car,1,406.49,28.79,29.21,29.05,121.73,4.22,-1.00,0
436,16.57,2.50,8663,9089,427,Truck,1,405.71,23.32,24.51,23.82,32.57,1.34,58.42,0
437,4.45,2.02,8666,9016,351,Car,1,407.41,28.54,29.56,29.11,22.42,0.77,34.46,0
438,4.75,2.12,8684,9032,349,Car,1,406.76,28.63,30.18,29.23,13.64,0.47,18.30,0
439,4.85,1.92,8707,9055,349,Car,1,407.80,28.59,30.33,29.31,17.99,0.62,18.53,0
440,7.48,2.73,8712,9107,396,Car,2,407.55,25.26,26.01,25.81,110.55,4.25,63.12,0
441,4.55,1.92,8729,8993,265,Car,2,408.32,37.96,39.07,38.69,117.39,3.02,21.54,0
442,4.04,1.92,8768,9107,340,Car,1,405.24,28.51,30.74,29.90,55.37,1.89,29.90,0
443,4.24,1.92,8801,9188,388,Car,1,406.93,24.99,27.28,26.30,95.66,3.75,31.20,0
444,4.65,1.92,8803,9135,333,Car,1,406.07,29.20,31.37,30.59,28.96,0.98,20.97,0
445,3.44,1.82,8807,9166,360,Car,2,408.07,28.08,28.87,28.43,64.03,2.22,22.87,0
446,3.54,1.82,8830,9155,326,Car,1,400.47,29.55,31.79,30.82,26.21,0.88,46.36,0
447,4.04,1.82,8873,9187,315,Car,2,401.37,31.13,33.52,31.97,34.09,1.03,8.19,1
448,4.35,1.82,8889,9145,257,Car,2,407.25,39.28,39.94,39.79,238.86,5.99,300.32,0
449,4.65,1.92,8889,9245,357,Car,1,405.36,25.85,29.96,28.47,55.62,2.08,20.98,0
450,4.65,2.02,8890,9186,297,Car,1,405.31,33.01,36.00,34.24,29.38,0.87,7.30,0
451,4.85,2.22,8918,9295,378,Car,1,406.52,26.75,27.17,26.97,30.69,1.14,50.75,0
452,16.37,2.50,8953,9368,416,Truck,2,406.41,24.04,25.25,24.49,81.84,3.40,-1.00,0
453,4.45,1.92,9027,9306,280,Car,1,399.65,33.21,37.05,35.82,168.89,4.69,54.20,0
454,6.06,2.63,9052,9399,348,Car,1,405.89,28.41,30.27,29.25,112.70,3.96,43.03,0
455,3.64,1.82,9055,9376,322,Car,2,401.59,30.38,31.84,31.28,21.27,0.67,3.09,1
456,4.65,2.02,9100,9428,329,Car,2,408.06,29.08,32.03,31.11,47.17,1.48,12.95,1
457,16.78,2.50,9122,9538,417,Truck,2,406.32,24.03,25.14,24.42,30.93,1.26,-1.00,0
458,3.74,1.82,9128,9399,272,Car,1,392.78,35.16,36.66,36.21,123.03,3.37,37.86,0
459,4.65,1.92,9141,9453,313,Car,1,407.33,32.14,33.02,32.65,64.24,1.99,17.46,0
460,4.85,2.02,9192,9461,270,Car,2,408.76,36.94,38.88,38.01,110.89,3.00,18.29,0
461,4.24,2.02,9228,9478,251,Car,2,405.08,39.39,42.47,40.52,23.22,0.59,8.85,0
462,4.35,2.12,9261,9505,245,Car,1,405.59,41.41,41.68,41.59,171.67,4.12,31.00,0
463,4.85,1.92,9272,9579,308,Car,2,400.73,31.02,33.78,32.65,58.22,1.72,6.78,0
464,4.24,2.02,9341,9647,307,Car,1,405.80,32.99,33.34,33.17,253.14,7.61,220.04,0
465,4.65,1.92,9383,9633,251,Car,2,407.65,39.81,41.19,40.79,249.43,6.08,151.67,0
466,4.75,1.92,9408,9664,257,Car,2,407.82,38.58,40.47,39.84,34.48,0.87,-1.00,0
467,3.54,1.82,9413,9721,309,Car,2,407.38,32.88,33.74,33.09,174.46,5.30,725.84,0
468,4.24,2.02,9444,9668,225,Car,1,396.06,42.66,45.11,44.22,50.09,1.11,4.26,2
469,4.04,1.92,9459,9788,330,Car,1,404.20,30.60,31.16,30.74,21.44,0.69,-1.00,0
470,4.75,1.92,9474,9703,230,Car,2,399.76,42.80,44.09,43.67,72.61,1.65,13.34,0
471,4.45,2.02,9474,9720,247,Car,1,399.18,39.94,41.57,40.60,73.28,1.80,15.76,1
472,4.55,2.02,9479,9781,303,Car,1,406.41,31.07,36.35,33.65,14.88,0.44,4.43,1
473,4.14,1.82,9492,9746,255,Car,1,407.22,39.10,40.98,40.11,23.78,0.61,-1.00,0
474,4.35,1.82,9533,9812,280,Car,1,406.22,35.89,37.62,36.43,40.38,1.12,18.99,0
475,4.24,1.92,9592,9918,327,Car,1,406.61,30.81,31.68,31.19,84.52,2.67,166.61,1
476,10.11,2.43,9607,10009,403,Car,2,407.61,24.85,25.72,25.35,245.27,9.81,-1.00,0
477,4.95,1.92,9608,9902,295,Car,1,406.01,32.70,35.80,34.54,12.47,0.37,6.79,0
478,15.97,2.50,9625,10036,412,Truck,1,383.26,23.18,23.41,23.32,29.23,1.24,-1.00,0
479,4.45,1.92,9643,9943,301,Car,1,405.85,32.54,34.37,33.83,41.15,1.26,-1.00,0
480,5.36,2.43,9645,10078,434,Car,1,404.52,23.15,23.55,23.36,14.28,0.61,57.80,0
481,4.95,2.02,9663,9963,301,Car,1,406.67,32.72,34.43,33.91,20.95,0.61,44.88,0
482,4.24,1.92,9684,10093,410,Car,1,400.32,23.52,28.57,24.48,13.55,0.52,10.64,1
483,4.70,1.92,9691,9998,308,Car,1,402.12,32.21,32.99,32.76,28.30,0.88,-1.00,0
484,3.94,1.92,9705,10070,366,Car,1,398.46,23.77,31.09,27.30,7.91,0.29,2.40,1
485,4.35,2.02,9721,10046,326,Car,1,407.54,30.13,33.95,31.36,38.70,1.28,155.51,0
486,16.88,2.50,9751,10179,429,Truck,2,406.44,23.39,24.01,23.74,125.74,5.37,-1.00,0
487,5.96,2.43,9763,10147,385,Car,1,406.34,25.51,28.27,26.46,38.97,1.51,12.56,1
488,4.85,1.92,9785,10130,346,Car,1,405.91,28.13,30.24,29.42,30.00,1.05,10.63,0
489,4.24,1.92,9825,10170,346,Car,1,406.87,28.86,30.08,29.50,43.89,1.48,30.47,0
490,4.85,2.12,9852,10255,404,Car,1,405.90,24.52,26.33,25.19,92.60,3.62,-1.00,0
491,19.20,2.50,9869,10298,430,Truck,2,406.39,23.40,23.90,23.68,91.52,3.86,-1.00,0
492,4.75,2.12,9882,10195,314,Car,1,397.51,29.48,35.50,31.75,31.17,1.04,10.80,0
493,3.54,1.82,9895,10299,405,Car,1,406.41,24.06,26.47,25.16,37.53,1.49,46.55,0
494,4.75,1.92,9905,10215,311,Car,1,406.71,31.12,35.93,32.81,13.52,0.43,7.25,0
495,7.48,2.50,9937,10328,392,Truck,2,404.12,24.21,26.48,25.85,24.08,0.97,12.59,0
496,4.65,1.92,9940,10246,307,Car,1,405.06,30.08,36.50,33.11,32.73,1.02,18.66,0
497,3.64,1.82,9941,10283,343,Car,1,406.16,28.76,30.51,29.70,13.27,0.44,3.67,1
498,4.45,2.02,9960,10259,300,Car,1,404.62,30.04,37.11,33.85,10.36,0.34,7.17,0
499,4.65,2.02,9966,10304,339,Car,1,405.88,29.41,30.55,30.04,18.44,0.60,12.22,1
500,18.95,2.50,10037,10405,369,Truck,2,359.01,23.82,24.68,24.40,61.54,2.58,348.22,0
501,4.85,1.92,10058,10459,402,Car,2,407.39,24.43,26.76,25.41,25.12,1.02,13.33,0
502,4.04,1.92,10063,10369,307,Car,2,407.81,31.23,34.58,33.34,-1.00,-1.00,-1.00,0
503,4.65,1.92,10089,10391,303,Car,2,406.94,29.70,35.29,33.71,26.48,0.76,21.48,0
504,4.04,1.82,10115,10430,316,Car,2,407.59,28.66,36.10,32.37,28.07,0.98,256.41,0
505,18.80,2.50,10127,10546,420,Truck,2,406.79,23.20,24.52,24.30,55.21,2.38,1716.94,0
506,6.47,2.43,10136,10466,331,Car,2,406.93,29.06,32.34,30.84,16.90,0.58,-1.00,0
507,8.89,2.02,10162,10572,411,Car,2,408.25,24.52,25.31,24.90,15.44,0.62,21.41,0
508,4.65,1.92,10171,10507,337,Car,2,407.54,28.68,31.32,30.34,36.30,1.26,-1.00,0
509,3.84,1.92,10195,10525,331,Car,2,406.55,28.99,31.89,30.82,19.68,0.62,29.84,0
510,4.95,2.02,10220,10550,331,Car,2,408.35,28.68,32.52,30.95,24.58,0.81,23.17,0
511,5.26,2.12,10247,10571,325,Car,2,406.54,28.05,34.15,31.39,23.94,0.70,12.11,0
512,4.45,1.82,10273,10617,345,Car,2,406.41,26.64,31.96,29.55,25.07,0.94,-1.00,0
513,8.08,2.50,10295,10703,409,Truck,2,405.82,24.42,25.17,24.87,120.88,4.94,264.98,0
514,4.24,1.92,10301,10657,357,Car,2,408.58,26.65,31.60,28.70,26.47,0.99,-1.00,0
515,4.95,1.92,10318,10677,360,Car,2,407.98,26.85,30.96,28.42,12.84,0.46,76.40,0
516,4.45,1.82,10345,10708,364,Car,2,408.02,25.98,29.50,28.10,24.56,0.93,72.22,0
517,4.45,1.92,10362,10724,363,Car,2,406.27,26.24,30.16,28.07,11.70,0.44,42.10,0
518,4.85,2.02,10395,10758,364,Car,2,407.54,26.66,30.42,28.08,29.60,1.09,29.21,0
519,4.75,1.92,10398,10682,285,Car,1,406.35,35.15,36.53,35.79,-1.00,-1.00,-1.00,0
520,4.85,2.12,10424,10722,299,Car,1,404.00,31.18,35.89,33.90,30.65,0.85,-1.00,0
